Time_Point,Voltage
1012,-1.6854692844189026e-13
1013,-1.4422671726480686e-13
1014,2.5752643216811545e-14
1015,1.3784977557677598e-13
1016,3.5391049689146755e-14
1017,-7.97323987388333e-14
1018,2.0727282874165282e-14
1019,-1.1136996703999649e-13
1020,-1.2658874988389548e-13
1021,-9.941147189131405e-14
1022,-7.953021454068067e-14
1023,-3.8405490184766586e-14
1024,-5.118296240719254e-14
1025,1.37588413349305e-13
1026,5.948310869478528e-15
1027,-6.774902875272564e-14
1028,1.54004500259569e-14
1029,-7.182457871969314e-14
1030,-1.410698323604748e-13
1031,-8.727574132029138e-14
1032,1.0996246561748736e-13
1033,-9.507098960757799e-14
1034,-5.970222092695591e-14
1035,-5.680318004764653e-14
1036,-8.005219582605823e-14
1037,5.01731144398691e-15
1038,8.049130806328564e-14
1039,-3.415109143714972e-14
1040,-9.941525070502073e-15
1041,4.2744236144163716e-14
1042,-1.261354801353559e-13
1043,1.9951815111559357e-13
1044,-5.203691551901939e-14
1045,-1.0194819094641857e-13
1046,-1.366678416255949e-13
1047,-4.68620074704087e-14
1048,-6.069567764911152e-14
1049,-1.7272254852191155e-13
1050,-1.838139089944094e-13
1051,-2.2762213532179946e-13
1052,-2.5801438610365923e-13
1053,-2.256943650482087e-13
1054,-1.0414084995550549e-13
1055,-2.1974816980259753e-13
1056,4.659345235833882e-14
1057,-1.459898632450308e-13
1058,-1.0813169474426691e-13
1059,-1.066708507794549e-13
1060,-1.823258595729474e-13
1061,6.612513588656263e-15
1062,9.11530627317044e-14
1063,-1.2280380187140348e-13
1064,7.869380358238273e-15
1065,-2.6305082939498957e-13
1066,-8.298310740759523e-14
1067,-1.2958927123438402e-13
1068,-1.9848417124002833e-13
1069,-1.670200617537912e-13
1070,-1.24194386688483e-13
1071,-5.885840685959277e-14
1072,-1.2642536419491296e-13
1073,-1.4795141498968619e-13
1074,-1.7952895947963135e-14
1075,-2.5550556474529504e-13
1076,-2.2496964075566845e-13
1077,-1.7868358461014424e-13
1078,-1.5702506445609647e-13
1079,-9.913602561948761e-15
1080,-1.1273906011433005e-13
1081,4.734059680670384e-14
1082,-1.714686018030981e-13
1083,-4.0542124767034023e-13
1084,-3.336337776249884e-13
1085,-2.65943090864174e-13
1086,-4.031604398067816e-13
1087,-2.9405206898189413e-13
1088,-2.859363057449899e-13
1089,-2.2612088347701369e-13
1090,-2.5075469327316547e-13
1091,-1.709772139055494e-13
1092,-9.30784355278418e-14
1093,-2.242349669228798e-13
1094,-1.9586612101674315e-13
1095,-3.0657364244269916e-13
1096,-2.2652636168967768e-13
1097,-1.1405828898840334e-13
1098,-1.1236444804439309e-13
1099,-8.218066549748667e-14
1100,-8.350990133535518e-14
1101,-1.2718446209517417e-13
1102,-7.908035409898617e-14
1103,2.6141881649420957e-14
1104,-1.4810486963864462e-13
1105,-4.8740069461085535e-14
1106,-1.463695689735535e-13
1107,-1.634744382039543e-13
1108,-7.729973452366722e-14
1109,-1.2995350569782488e-13
1110,-3.203210980860763e-14
1111,-6.439173224286603e-14
1112,-1.0165806470075169e-13
1113,-6.136538468844886e-14
1114,-1.515473320598071e-13
1115,-5.907157880942353e-14
1116,-1.5890568968345981e-13
1117,-2.1142239334112257e-14
1118,-9.034107382536253e-14
1119,-1.1068981265915223e-13
1120,-5.955315951879405e-14
1121,6.219552648087088e-14
1122,-1.7900664274409407e-13
1123,-1.4239171278820668e-13
1124,-5.569958534190931e-14
1125,-9.736976713417173e-14
1126,-3.7887246728468315e-15
1127,-2.0935142264305714e-13
1128,1.6421740915705536e-14
1129,-5.346209947237733e-14
1130,-1.4408780642608813e-13
1131,-1.4091672499367747e-13
1132,-5.6611486770160966e-14
1133,-2.0921547539452823e-13
1134,-6.855309802572722e-14
1135,-7.28579770906325e-14
1136,4.071317424823785e-14
1137,1.7133776936195533e-13
1138,5.5557758075331065e-14
1139,-1.185694597044509e-13
1140,-1.1259800178799815e-13
1141,-7.349301635591976e-14
1142,-1.7290355919349236e-13
1143,2.7649425468996337e-15
1144,-1.2308132708403048e-13
1145,1.1651700843743884e-14
1146,-1.1794791605401457e-13
1147,3.17595046285601e-14
1148,3.430225122901594e-14
1149,-1.5009141872889286e-13
1150,-3.8950450063492715e-14
1151,-6.776092891102229e-14
1152,-1.5719117550634162e-13
1153,-2.324801729632322e-14
1154,2.946688867064795e-14
1155,-2.193845383238725e-15
1156,3.471731389019924e-14
1157,-6.679709423864611e-14
1158,-1.5742439948648688e-13
1159,-3.734147038502562e-14
1160,-1.3362969661421408e-13
1161,-2.2683002334545848e-13
1162,-8.965439323273217e-14
1163,3.9463331110041366e-14
1164,1.3863514673207394e-14
1165,-1.9352637315901343e-14
1166,-7.962634899234479e-15
1167,-7.349336476719786e-14
1168,5.837585138129526e-14
1169,-1.6461405230484998e-13
1170,-1.1441881828642981e-14
1171,-7.77712958246643e-14
1172,-4.149697131551586e-13
1173,-2.4225031165584566e-13
1174,-4.5328539288756286e-14
1175,-1.9493469854660223e-13
1176,-3.593835026649266e-13
1177,-2.7412026445684174e-13
1178,-2.4984118195374895e-13
1179,-1.0355801868704001e-13
1180,-5.489341780874696e-14
1181,-1.7116017735066244e-13
1182,-2.7162819604611787e-13
1183,-1.2890474143462637e-13
1184,-4.717325818811921e-13
1185,-2.104365403164044e-13
1186,-1.856629957528847e-13
1187,-3.406369774385329e-13
1188,-1.8876918294531514e-13
1189,-9.943170067667389e-14
1190,-3.184109199400795e-13
1191,-1.1193038111192582e-13
1192,-4.847229876211834e-14
1193,-1.9509048027430498e-13
1194,-3.6618101422308673e-13
1195,-3.5806020576771004e-13
1196,-2.679959324988582e-13
1197,-3.98895271518646e-13
1198,-3.952788081884182e-13
1199,-1.592485892062183e-13
1200,3.594085662339507e-14
1201,-1.6741347930044867e-13
1202,5.882645088007937e-14
1203,-6.201918930040837e-14
1204,-1.3849033759630638e-13
1205,-3.356783762934896e-13
1206,-2.2688970652471697e-13
1207,-7.971208445315082e-14
1208,-1.744609667287692e-13
1209,-1.169032569040684e-13
1210,-3.1163989929704205e-13
1211,-3.5799947921240847e-13
1212,-2.0553132058643634e-13
1213,-2.023223301864394e-13
1214,-1.9510413524584447e-13
1215,-3.1628194842362363e-13
1216,-3.260342651448302e-13
1217,-1.3851222340226975e-13
1218,-3.084953760183625e-13
1219,-3.371119685524168e-13
1220,-3.2250230875294025e-13
1221,-1.4038685144013376e-13
1222,-3.1191174186062434e-13
1223,-2.9500309152065225e-13
1224,-3.826171417304635e-13
1225,-2.0318570475621515e-13
1226,-2.7290861363416514e-13
1227,-3.5593930724543694e-13
1228,-2.626337966115684e-13
1229,-1.762301865693002e-13
1230,-2.155930055394942e-13
1231,-2.57375640587762e-13
1232,-4.2287701741509453e-13
1233,-2.435643280950014e-13
1234,-8.98321800817795e-14
1235,-1.803505346134686e-13
1236,-3.2978677846358254e-13
1237,-2.3909973726390124e-13
1238,-1.3228531238503205e-13
1239,-2.0253382528545747e-13
1240,-3.0008456341242336e-13
1241,-9.097449604612621e-14
1242,-2.629864960961844e-13
1243,-1.7664540893867673e-13
1244,5.321890834454164e-15
1245,-1.339172316456943e-13
1246,-3.48085006246676e-14
1247,-1.4248692180423145e-13
1248,-1.7080718459018093e-13
1249,-1.7627948385025666e-13
1250,-3.3319660353381866e-13
1251,-2.4607592661154223e-13
1252,-3.3643045437616194e-13
1253,-2.4385116990088276e-13
1254,-2.6190623985165347e-13
1255,-1.3616430553593556e-13
1256,-3.5750694877640046e-13
1257,-1.2354918947600314e-13
1258,-1.2843526783473818e-13
1259,-1.286273233373481e-13
1260,-2.135587740167323e-13
1261,-3.471772347934444e-13
1262,-1.9534223061417495e-14
1263,4.5249377998631126e-14
1264,4.6994185661925645e-14
1265,-1.0309602893580548e-13
1266,-4.3925838890295115e-14
1267,-1.6044168864046468e-13
1268,1.065187040924648e-13
1269,-2.378255275877688e-15
1270,-2.7101172639438176e-13
1271,-8.088892122210703e-14
1272,-2.846683307761448e-13
1273,-2.2724320758528073e-13
1274,-1.1511411226343215e-13
1275,-6.28276182059018e-14
1276,-8.242214241528679e-15
1277,-1.642306848366276e-14
1278,5.749584009901713e-14
1279,-5.4441428237181224e-14
1280,-4.643124835599811e-15
1281,-4.422998071833905e-14
1282,-1.0536161092653683e-13
1283,-3.766662654719025e-14
1284,-2.7639194300923756e-13
1285,-7.823484360311224e-14
1286,2.983563110101073e-14
1287,-1.9328093027986952e-14
1288,1.8147807363161825e-14
1289,-3.2112310067208745e-13
1290,-1.0810998964523837e-13
1291,-1.8214263602854843e-13
1292,-2.4377389529947807e-13
1293,-5.998760943852193e-14
1294,-1.9701977631720068e-13
1295,-2.0027365706613343e-13
1296,-8.201825723745422e-14
1297,-3.9331462800402246e-14
1298,-1.8426818574854686e-13
1299,-4.83561724673624e-14
1300,-2.22004458342095e-13
1301,7.443122641866857e-15
1302,-2.73515826422208e-13
1303,-1.567544858821643e-13
1304,-1.909407776437769e-13
1305,-1.6785351159252738e-13
1306,-2.2874766032088226e-13
1307,-1.192126222453153e-13
1308,5.97324013613977e-14
1309,2.4615413332824546e-14
1310,-1.343101366224821e-13
1311,-1.8668925974830298e-13
1312,-1.5000372909688534e-13
1313,-9.510941596309467e-14
1314,-1.1195621964943902e-13
1315,-2.8511115544108163e-13
1316,-1.3186552883247804e-13
1317,-2.1807634077977782e-13
1318,-1.607584730072866e-13
1319,-2.915217023857422e-13
1320,-3.510947670912727e-13
1321,-3.049374245660632e-13
1322,-1.6122581608976786e-13
1323,-1.1195899408586828e-13
1324,-3.5989450961701053e-14
1325,-8.351327661635258e-15
1326,2.1686967428391843e-15
1327,-4.66522165785381e-15
1328,-3.258333309745586e-13
1329,-1.697028948199809e-14
1330,-1.8660149734934078e-14
1331,5.4726791613500554e-14
1332,-2.1137565734119574e-13
1333,-6.252077768367527e-14
1334,-4.354029804246651e-14
1335,-5.6506524302456634e-14
1336,-2.5360528151344634e-13
1337,-1.0942541077639317e-13
1338,5.758741248820515e-14
1339,-9.200013160284909e-14
1340,-2.983290322324552e-14
1341,-1.365737064687877e-13
1342,-1.0084373267355962e-13
1343,2.514480466095364e-15
1344,-1.1280812372611779e-13
1345,-1.355256601696873e-13
1346,-2.928624005901536e-14
1347,-6.135195765615013e-14
1348,-1.1387816341406642e-13
1349,-3.2653506478619845e-14
1350,-4.350865973218155e-14
1351,-2.536373095908632e-14
1352,-8.627495323506668e-14
1353,-3.624773115421959e-14
1354,-5.570773387578315e-15
1355,-1.0629977975135326e-13
1356,-9.915621413994823e-14
1357,-6.845151980689588e-14
1358,-1.8031420647539885e-14
1359,4.0100133975580226e-14
1360,-6.837783696508436e-14
1361,-8.390761539991306e-14
1362,8.133501344785791e-14
1363,-1.2637905713584086e-13
1364,-1.4773553898581102e-13
1365,-2.7897505411712344e-13
1366,-2.5657452543705724e-13
1367,-8.877778053979582e-14
1368,-3.3808004200540656e-14
1369,-1.5216798112078596e-13
1370,-2.0273433513041115e-13
1371,-4.6922986530580823e-14
1372,-1.5342721539190057e-14
1373,-1.1360251599021439e-13
1374,-2.412428863757334e-13
1375,-1.8726647710701734e-13
1376,-1.632113094282181e-16
1377,-2.300929677551675e-13
1378,-1.7917838074852665e-13
1379,-2.2948717822051806e-13
1380,-2.2401678454265324e-13
1381,-8.133998439707136e-14
1382,-1.900245648869722e-13
1383,-1.5344996770040004e-14
1384,-1.0646727977987723e-13
1385,1.3886340092958435e-13
1386,-8.951839722167251e-14
1387,-1.5977818734843492e-13
1388,2.555728653131492e-14
1389,-5.1639475641249696e-14
1390,4.756223323003041e-14
1391,1.3371486053105153e-15
1392,-4.570163528249967e-14
1393,-3.18227535037502e-14
1394,4.7487565154133896e-14
1395,2.4371848082105316e-15
1396,5.494272511088426e-14
1397,-1.305744336002703e-13
1398,-1.6807300629042646e-13
1399,-2.3781694428513026e-14
1400,-7.559643389131169e-14
1401,-1.4778099327545628e-14
1402,-6.212954936921884e-14
1403,-9.618490596544125e-14
1404,3.590538462831192e-14
1405,-1.813646204731887e-13
1406,-1.2218247045147228e-13
1407,-1.381096588324283e-13
1408,-2.1853951512507665e-13
1409,-8.706795128997681e-14
1410,-7.280352599750395e-14
1411,-1.2247683050726256e-13
1412,-1.3629433552522263e-13
1413,-1.6697065539165768e-13
1414,-2.2464219615932713e-13
1415,-9.728236328019442e-14
1416,1.3230403693080516e-13
1417,-8.618657793845257e-14
1418,-1.7781505637764316e-13
1419,-1.602906112867486e-13
1420,-8.9078071044306e-14
1421,-1.4751875573584235e-13
1422,-7.532309881434179e-14
1423,-3.2899473649982975e-14
1424,7.257246094373903e-14
1425,5.868387984198427e-14
1426,-6.228110615449844e-14
1427,1.0450914202492786e-13
1428,2.0446804370051082e-13
1429,1.1370254460469844e-13
1430,2.0747885654838264e-14
1431,9.325210355427945e-14
1432,3.3592135325678272e-15
1433,5.465568971430951e-15
1434,1.0972040445164969e-13
1435,6.602369698619653e-14
1436,-7.291179465962976e-15
1437,-1.4617446240303205e-13
1438,-5.6737788665687564e-14
1439,-7.053859271147887e-14
1440,-3.9706206634879665e-14
1441,-1.533758859414473e-13
1442,-1.589288922100415e-13
1443,-7.278437491448629e-14
1444,-9.37615416318543e-14
1445,2.4209393940102543e-14
1446,1.340445727681964e-13
1447,1.1658563517526358e-13
1448,-1.340125151682849e-13
1449,1.1960818040574661e-14
1450,1.8190613273308465e-14
1451,-1.1331353977297504e-14
1452,3.2433615647010146e-15
1453,2.377550307603282e-14
1454,7.279536920084025e-14
1455,-4.502240212983428e-14
1456,-5.6105567274203384e-14
1457,-9.876404026500204e-14
1458,-1.4676897619347317e-13
1459,-4.7819297574530545e-14
1460,-6.003533554988649e-14
1461,-9.377192124784354e-15
1462,1.4465343393702246e-13
1463,-8.50409842926935e-14
1464,-8.792054393524529e-15
1465,-5.4306947159765435e-14
1466,-2.66022941069154e-13
1467,-1.738408196917375e-13
1468,7.796481838653917e-14
1469,4.137988626658709e-14
1470,9.751620157970411e-14
1471,6.961565274486385e-14
1472,4.531270117045605e-14
1473,-1.269146809678694e-13
1474,-5.2751926335778597e-14
1475,-5.92893211139697e-14
1476,-1.1900014528094971e-14
1477,1.4489045235865254e-13
1478,6.095268791443338e-14
1479,1.5265966519694952e-13
1480,-6.125269370567606e-14
1481,-8.921966990577269e-14
1482,3.4797240830990273e-14
1483,2.271581214051574e-13
1484,7.073160068333354e-14
1485,5.5486171476412084e-14
1486,-1.9516101454826372e-14
1487,3.821378561951077e-15
1488,-3.622470536007648e-14
1489,-1.2599544926881579e-14
1490,-8.036617682528436e-14
1491,-6.099296779447868e-14
1492,-1.4899116298303394e-13
1493,4.340462668478927e-14
1494,-4.618688008252778e-14
1495,-7.519766501941491e-14
1496,-5.681319149607977e-14
1497,2.526292077708603e-13
1498,2.2772120527828725e-13
1499,4.831958587786398e-14
1500,8.182933637166203e-14
1501,1.4568299789890438e-13
1502,4.3155434980020795e-14
1503,1.86447888015479e-13
1504,1.6115502967746188e-13
1505,6.073269454210306e-14
1506,9.027597304642529e-14
1507,6.337786806168523e-14
1508,1.3536577583996343e-13
1509,2.2963580887630493e-13
1510,9.8532366192892e-14
1511,1.273321178886874e-13
1512,8.977437862698316e-14
1513,-1.3635783593824812e-13
1514,-1.0693308316873708e-14
1515,1.6245415550165636e-13
1516,3.9209379032927946e-14
1517,-7.709746753550342e-14
1518,2.273031981303885e-13
1519,3.1729808658371975e-14
1520,-1.227196586721667e-13
1521,7.089771103962522e-14
1522,3.966611094110737e-14
1523,8.967464601119866e-14
1524,-4.670928434892986e-14
1525,-8.358148349220465e-14
1526,-1.0652711126739123e-13
1527,-9.501643559055347e-14
1528,-1.7789708326642163e-13
1529,-3.921783826995499e-14
1530,2.4215320505135897e-13
1531,1.4804998014645029e-13
1532,9.957996365903214e-14
1533,2.9195471564958704e-13
1534,5.606055898699732e-15
1535,6.27794002421977e-14
1536,8.549117329810004e-15
1537,1.6488960541418477e-13
1538,1.5121065523243488e-13
1539,1.0395304760587751e-13
1540,2.5529490600609098e-14
1541,-1.3184194833923644e-13
1542,-1.685926058102812e-14
1543,5.3479552844256026e-14
1544,5.202210804122995e-14
1545,3.796052839225015e-14
1546,7.926401620216967e-14
1547,3.0857264016250125e-13
1548,2.60803097915413e-13
1549,2.1695183250952808e-13
1550,6.595267364230752e-14
1551,6.368408423161085e-14
1552,6.571154684018094e-14
1553,-3.743421634731363e-14
1554,8.222311386683918e-14
1555,-1.4907919470502047e-14
1556,6.020368070085092e-14
1557,1.852230589296949e-13
1558,1.9563060241483153e-13
1559,3.5320139571069146e-14
1560,2.2163157145955307e-13
1561,2.33532906662233e-13
1562,2.0305855921831442e-13
1563,3.4080541505752943e-13
1564,1.7204547661608948e-13
1565,9.003613126143511e-14
1566,1.581084216277296e-13
1567,2.629904819646032e-13
1568,2.321040622291292e-13
1569,1.141655006942768e-13
1570,2.2049173209687388e-13
1571,4.4142275655705337e-13
1572,2.9212522385863793e-13
1573,1.2856838193193143e-13
1574,1.6701671380657532e-13
1575,1.3022109308660206e-14
1576,2.0280035845748134e-13
1577,4.4673282660777614e-13
1578,3.0445107137388026e-13
1579,3.660863184835057e-13
1580,4.680755729920571e-13
1581,2.535600568797939e-13
1582,2.3000418063227104e-13
1583,2.481314138366385e-13
1584,9.216003951207724e-14
1585,2.0478317792854744e-13
1586,2.352621366710197e-13
1587,2.952128414996183e-13
1588,2.7892331774931455e-13
1589,4.459735513387006e-13
1590,1.9453024228823132e-13
1591,7.337546698425952e-14
1592,2.4567860422264663e-13
1593,2.1646280479653776e-13
1594,1.158970121350392e-13
1595,8.827459510074227e-14
1596,4.612317621053468e-14
1597,1.8479708886049764e-14
1598,7.047157585280366e-14
1599,1.6340198294850717e-13
1600,3.5451571218484867e-13
1601,3.507581482242625e-13
1602,3.3692335877453747e-13
1603,2.725509783634641e-13
1604,4.0408577480569155e-13
1605,2.578087937771318e-13
1606,3.603157142848296e-13
1607,2.995762960544035e-13
1608,2.2091139617231268e-13
1609,6.424805918582325e-14
1610,7.592546910135e-14
1611,9.717390803295025e-14
1612,2.522995876729465e-13
1613,1.1203068227003444e-14
1614,8.016709727926777e-14
1615,1.4157637892826585e-13
1616,1.192695226009528e-13
1617,2.757277294029759e-13
1618,4.290493989133633e-13
1619,2.7687171326324324e-13
1620,1.2601076994315166e-13
1621,6.222977721133364e-14
1622,5.755311391741953e-14
1623,2.1911011770984894e-13
1624,1.9280191051887526e-13
1625,2.6044597468219807e-13
1626,3.02441648180778e-13
1627,2.148581121938121e-13
1628,1.2428740930328062e-13
1629,1.638695089005283e-13
1630,1.6822927287469312e-13
1631,1.1206518833306425e-13
1632,1.8816187466029112e-13
1633,2.2280391178831754e-13
1634,3.0110606135910293e-13
1635,2.183699106000589e-13
1636,1.2445812614419449e-13
1637,2.2186418427428255e-13
1638,9.193045583181027e-14
1639,8.09989512159911e-14
1640,1.6230354551571812e-13
1641,2.0109876374098558e-13
1642,2.680458604605417e-13
1643,2.1862075263119295e-13
1644,8.772722914736214e-14
1645,1.5569704776017337e-13
1646,6.547424529149891e-14
1647,9.464255212644871e-14
1648,1.8555666710390358e-13
1649,2.0982049757544469e-13
1650,1.5864418549727996e-13
1651,-4.869089033938633e-14
1652,-3.644772144934921e-14
1653,1.5024068044711372e-13
1654,1.0142745538399988e-13
1655,3.088193264927581e-14
1656,7.620000657828957e-14
1657,1.672388702309645e-13
1658,5.1807983737256496e-14
1659,1.1412392838152978e-13
1660,4.9255961215387557e-14
1661,9.973739354774646e-14
1662,3.3922491410467403e-14
1663,1.0967887242196858e-13
1664,3.247643136809444e-13
1665,-2.6077329323885726e-14
1666,-1.4940888726524137e-14
1667,1.2406712112474486e-13
1668,1.496658946463167e-13
1669,-1.7688501534407e-14
1670,-2.935025388092006e-14
1671,1.6833828621785783e-14
1672,-2.204615451877117e-14
1673,6.802189602316459e-14
1674,-1.1618010580451798e-14
1675,-6.500715888878891e-14
1676,-1.166197031311133e-13
1677,-5.004472869278119e-14
1678,-1.1513553963550389e-14
1679,-1.145626949872134e-13
1680,4.280889329190118e-14
1681,-3.142142490402073e-14
1682,2.981915704349264e-14
1683,1.0359637246667121e-13
1684,1.8237241403821363e-14
1685,-1.9251131017396218e-14
1686,1.955992248246799e-14
1687,6.469615449540951e-14
1688,-4.52964358138433e-14
1689,3.8617794937794667e-14
1690,1.1658521905134419e-13
1691,2.285727947834222e-14
1692,-5.847937567840677e-14
1693,3.8002311485562273e-14
1694,-1.6027779238376118e-14
1695,1.8073305515072132e-13
1696,9.161042988368204e-14
1697,-5.1155334685840815e-14
1698,1.946150772095522e-13
1699,9.242693568847286e-14
1700,1.489009400227723e-13
1701,-6.307056479665933e-15
1702,5.376684173400393e-14
1703,-8.112590646104807e-15
1704,-4.179335366061618e-15
1705,-2.109668147263999e-14
1706,-5.933113342575189e-14
1707,-6.201316654079493e-14
1708,-4.811820228307165e-14
1709,3.9108411365575927e-14
1710,7.478939139607552e-14
1711,-3.941059691838628e-14
1712,-8.561551289280832e-14
1713,-9.354497828543201e-14
1714,-1.3244613235953816e-13
1715,-1.4759128427464456e-13
1716,-2.870374601969468e-14
1717,-6.753725415822577e-14
1718,-5.209226888735398e-14
1719,5.169259902777367e-14
1720,-1.5697780048875854e-14
1721,2.5849915910258455e-14
1722,1.6980919379724643e-13
1723,-5.723412926359357e-14
1724,6.33990842108916e-14
1725,1.4090445684637748e-14
1726,3.5083301623243685e-14
1727,2.5390695492774183e-14
1728,8.705481651094396e-14
1729,8.264881117397572e-15
1730,-5.6217921064284295e-14
1731,-6.493911152205948e-14
1732,4.315599469770198e-15
1733,-3.4938720259579866e-14
1734,-9.550570901018229e-14
1735,2.5590488410058966e-14
1736,-1.970561705025613e-14
1737,-7.223704183443837e-14
1738,-2.0939022031357227e-14
1739,-1.7490272368533692e-13
1740,-1.392913179318432e-13
1741,5.72461085677342e-14
1742,-1.567608639428531e-14
1743,-3.565521557566468e-14
1744,7.256062189285033e-14
1745,-3.0291861440393044e-14
1746,3.7460507665598046e-14
1747,-6.527252294449346e-14
1748,-1.2750241376251946e-13
1749,5.6034013007135675e-14
1750,1.5163205089783213e-13
1751,2.1152652629792887e-13
1752,3.30374478453379e-14
1753,-4.5285621160827277e-14
1754,4.618863328710505e-14
1755,-1.428484528378239e-13
1756,-6.802353162271112e-14
1757,-8.653234478082965e-14
1758,-1.202337320683196e-13
1759,-4.703307173545185e-14
1760,-1.05222123590435e-13
1761,3.320867019241009e-14
1762,-3.7992134003858374e-14
1763,-1.7716352568359403e-13
1764,-7.07894167285982e-14
1765,-1.9428694375914638e-14
1766,-1.3056151589781081e-13
1767,-1.321019163484239e-13
1768,-9.434209491620825e-14
1769,-1.2237386624001295e-13
1770,-1.9940937043524642e-13
1771,-2.7932552727521907e-13
1772,-2.0374578229266137e-13
1773,-1.7811026173678085e-13
1774,-1.303430540315819e-13
1775,-1.7367284164024084e-13
1776,1.1076989052343319e-14
1777,-2.328202931119972e-13
1778,-1.3393817330710767e-13
1779,-3.22080996047277e-13
1780,-2.5911062123300157e-13
1781,-1.1600754234507053e-13
1782,-1.7913197667172706e-13
1783,-9.44531028673203e-14
1784,-1.2655437548486103e-13
1785,-1.276985381109637e-13
1786,-1.6805596261321728e-13
1787,1.3769001012704181e-14
1788,9.056647856840251e-14
1789,-7.372777499608985e-14
1790,-5.227788256302692e-14
1791,-1.1110707869547323e-13
1792,-1.2724449825194736e-13
1793,-1.0131349486935487e-13
1794,-4.685611770518188e-14
1795,-1.0884201040507365e-13
1796,-6.899416513588978e-14
1797,-4.697126989875731e-14
1798,-1.0580710361237536e-13
1799,-4.7727906886075933e-14
1800,-1.572903734071831e-13
1801,-1.4556449678576023e-14
1802,-1.5609882518806286e-13
1803,3.269088461678251e-14
1804,6.494675225047233e-14
1805,1.261780519095812e-13
1806,-6.370867158536037e-14
1807,5.512157763981576e-14
1808,-8.707543757377857e-14
1809,-6.796949381106427e-14
1810,-2.1963743656161062e-14
1811,-1.0790029272445483e-13
1812,-2.1216603612363536e-13
1813,1.0602931127508326e-13
1814,-7.621887390756595e-14
1815,3.9878424869112365e-15
1816,1.6275873498787647e-13
1817,1.544655273753806e-13
1818,-3.1926937998698384e-14
1819,-2.2633885404532875e-14
1820,7.49413771647022e-14
1821,3.5114913951593955e-13
1822,-4.039725343651543e-14
1823,-9.39253318959067e-14
1824,-3.038976001802337e-14
1825,-8.46843732530039e-14
1826,-1.7941329858371344e-13
1827,-2.9005238579283395e-14
1828,-2.0517561169256068e-13
1829,-6.491841441031293e-14
1830,1.0711022055384211e-13
1831,6.183119808977146e-15
1832,7.339291364712732e-14
1833,1.0591318510721541e-13
1834,1.4701018996214402e-13
1835,-3.916286451818974e-14
1836,-5.6719871296890624e-14
1837,-3.1277284346840295e-14
1838,-1.3175414557382537e-13
1839,-6.580900332840141e-14
1840,5.407614677526043e-15
1841,1.3990114847960672e-13
1842,-1.519730841909928e-13
1843,-1.2466017433193742e-13
1844,-7.409960719389134e-14
1845,-2.2049639526900673e-15
1846,-1.2103584013763936e-13
1847,-1.382272496554679e-13
1848,-8.737792875578663e-14
1849,1.0392532481325506e-13
1850,1.0041539213964409e-13
1851,-6.346318815984471e-14
1852,-1.2756778391960137e-13
1853,1.1214835814078345e-13
1854,1.1227964648421151e-13
1855,8.802390157472431e-14
1856,-4.1643134463205514e-14
1857,-1.277282878187604e-13
1858,-2.35193738355713e-13
1859,-1.333657620569475e-13
1860,-4.553783696044621e-14
1861,-6.61296714658108e-14
1862,-3.230391578371598e-13
1863,-1.6352584328828767e-13
1864,-2.3551568419148326e-13
1865,-3.5322187107484776e-13
1866,-1.7789353985018681e-13
1867,-2.2274641014095123e-13
1868,-8.131669782677178e-14
1869,3.051585537316086e-14
1870,-1.7350201061385268e-13
1871,-1.260572931424344e-13
1872,-2.4978281640391634e-13
1873,-2.360123813724874e-13
1874,-2.2148870721648298e-13
1875,-2.4802741102455846e-13
1876,-1.9390109262158752e-13
1877,-6.859846919020643e-14
1878,-3.4390333185829525e-13
1879,-8.221338350044485e-14
1880,-2.3084909009478753e-13
1881,-3.098200045580841e-13
1882,-3.35368831715648e-13
1883,-4.805291291547367e-13
1884,-2.9938097282869476e-13
1885,-2.536900626023124e-13
1886,-1.7783297379171282e-13
1887,-9.656941855281709e-14
1888,-1.7806192457613648e-13
1889,-5.280176708326482e-13
1890,-4.080843944440804e-13
1891,-4.1721775822422913e-13
1892,-3.8778827573155423e-13
1893,-1.2190696529638437e-13
1894,-2.5313401909880925e-13
1895,-2.9215444630079894e-13
1896,-5.939260260789358e-13
1897,-3.922495994467649e-13
1898,-4.860092242690474e-13
1899,-4.075767236693971e-13
1900,-1.4207550087193512e-13
1901,-2.758479727309945e-13
1902,-2.4982716144938776e-13
1903,-2.0638037015276474e-13
1904,-2.594830066801532e-13
1905,-1.6525715969636017e-13
1906,-1.5746407994069875e-13
1907,-1.318155581337678e-13
1908,-2.3543392503846524e-13
1909,-8.012274986803723e-14
1910,-1.4979689849732015e-13
1911,-1.2419858735565495e-13
1912,-2.3465214666977605e-13
1913,-2.2663370785277427e-13
1914,-5.2256060318215665e-14
1915,-5.527158821606006e-14
1916,-1.9093414868547732e-13
1917,-1.2403243925265097e-13
1918,-1.9185923315439544e-13
1919,-2.286087018314102e-13
1920,-1.776402851186145e-13
1921,-1.0755120057668964e-13
1922,-8.541465709797271e-15
1923,-8.278606428933918e-14
1924,-2.630388023150482e-13
1925,-3.243196452177093e-14
1926,-9.630578276947276e-14
1927,-2.697888032813586e-13
1928,-1.703111063203718e-13
1929,-6.035272183251062e-14
1930,4.587745885322795e-14
1931,-1.1256281936831968e-13
1932,-2.2076877836223474e-13
1933,-8.494342267639979e-14
1934,-7.860150078292564e-14
